SSN,Psa asand,Psa asilt,Psa aclay,Psa c1clay,Psa c1silt,Psa c1sand,Psa c2clay,Psa c2silt,Psa c2sand,Psa c3clay,Psa c3silt,Psa c3sand,Psa c4clay,Psa c4silt,Psa c4sand,Psa w1clay,Psa w1silt,Psa w1sand,Psa w2clay,Psa w2silt,Psa w2sand,Psa w3clay,Psa w3silt,Psa w3sand,Psa w4clay,Psa w4silt,Psa w4sand,A brooks,B brooks,Alpha brooks,Wcvfri,Sucjkgi,Wcvfrsat,Wcvfrfc10,Wcvfrfc33,Wcvfrwp1500,Wcvfrairdry,Awc1,Awc2,Ksat,Volfr,Lshrinkpct,Plwcgpct,Llwcgpct,Piwcgpct,Total nitrogen,Total carbon,Acidified nitrogen,Acidified carbon
icr034694,97.11,1.76,1.13,19.03,23.58,57.39,55.01,14.11,30.89,58.2,9.53,32.26,56.76,9.11,34.13,4.12,13.06,82.83,29,24.72,46.28,45.15,21.94,32.91,54.25,18.91,26.84,0.02987,6.591822,-0.151703,0.438719,0.048367,0.471997,0.1954,0.163029,0.09137,0.025932,0.10403,0.071659,47.633831,1.039006,3.571429,17.905837,21.785749,3.879912,0.103942674,1.578269005,0.10622447,1.5358091
icr034713,97.56,1.47,0.97,26.89,15.6,57.51,69.27,12.11,18.62,68.07,11.18,20.75,65.39,9.76,24.84,7.09,10.08,82.83,45.99,23.63,30.38,64.15,19.48,16.37,72.46,16.54,11,0.000427,10.886363,-0.091858,0.522491,0.000696,0.546488,0.216851,0.194327,0.136858,0.024989,0.079993,0.057469,76.585617,0.986654,6.428571,20.697499,26.577896,5.880397,0.185278937,2.157778859,0.201281354,2.266044617
icr034714,97.67,1.46,0.875,39.55,21.1,39.35,75.67,13.79,10.54,75.29,13.73,10.98,80.84,9.36,9.8,5.83,9.08,85.09,32.8,19,48.2,45.4,16.39,38.2,60.64,13.62,25.74,0.002233,10.117238,-0.098841,0.465961,0.003638,0.488989,0.213022,0.18931,0.129819,0.02639,0.083203,0.059492,46.110449,0.97286,7.142857,21.674879,28.42144,6.746561,0.107717227,1.456734419,0.114470474,1.46385771
icr034733,92.7,4.625,2.675,10.82,23.65,65.53,31.83,24.07,44.09,37.93,20.54,41.52,39.62,18.96,41.42,4.44,18.61,76.95,15.5,28.57,55.93,25.15,29.65,45.2,27.48,23.5,49.02,0.066251,6.262353,-0.159684,0.335272,0.107178,0.362041,0.162493,0.134288,0.073004,0.018408,0.089489,0.061284,18.003007,0.857,2.857143,15.001164,18.582614,3.581451,0.121172886,1.933140993,0.125482488,1.65039432
icr034734,92.055,5.165,2.78,30.68,18.51,50.81,63.7,8.61,27.69,63.93,16.44,19.63,70.33,10.5,19.17,4.5,19.13,76.36,25.57,25.13,49.29,44.64,23.34,32.01,58.19,17.67,24.14,,,,,,,,,,,,,,,,,,,0.066900086,0.969309628,0.068167679,0.951517105
icr034753,96.96,1.865,1.18,7.84,19.84,72.33,41.23,26.72,32.04,42.68,18.88,38.44,44.37,17.83,37.8,3.73,10.31,85.96,18.09,23.91,58.01,28.44,26.03,45.54,33.37,23.99,42.64,0.032659,9.305619,-0.107462,0.363317,0.053152,0.382838,0.20695,0.182031,0.120787,0.010823,0.086164,0.061244,13.15135,1.006,2.857143,15.91412,18.257011,2.34289,0.125396207,1.759920478,0.123597391,1.63588351
icr034754,96.915,1.86,1.22,28.4,22.11,49.49,58.13,14.01,27.85,62.18,10.65,27.17,49.54,9.07,41.39,4.19,11.85,83.96,31.22,24.54,44.25,47.27,19.83,32.9,50.87,14.04,35.09,0.043897,6.281415,-0.1592,0.422399,0.071019,0.456022,0.19216,0.158897,0.086543,0.015937,0.105617,0.072354,41.732024,1.009063,4.285714,15.698334,20.113132,4.414797,0.078845132,1.090313613,0.076750915,0.901500702
icr034773,96.3,2.34,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044821,6.700165,-0.14925,0.369435,0.072596,0.397004,0.177125,0.148215,0.083849,0.009802,0.093276,0.064366,24.14811,0.9575,2.857143,17.923872,21.576767,3.652894,0.095682893,1.335157931,0.101828881,1.41927588
icr034774,95.01,3.46,1.535,7.64,19.02,73.34,48.48,22.4,29.12,66.9,16.27,16.83,60.48,11.71,27.81,4.64,12.79,82.57,23.4,23.52,53.07,34.52,23.08,42.4,43.24,19.73,37.03,0.008193,7.573401,-0.132041,0.492743,0.013296,0.525274,0.205511,0.175538,0.106048,0.017379,0.099463,0.06949,71.867805,1.00219,4.285714,20.812928,23.969006,3.156078,0.152447104,1.96772629,0.14825923,1.905294001
icr034793,96.715,2.3,0.985,13.02,21.53,65.45,47.16,28.07,24.78,58.43,23.49,18.08,61.73,21.55,16.72,3.13,7.13,89.74,23.93,19.17,56.9,40.82,20.82,38.36,52.28,16.84,30.87,0.000808,11.386902,-0.08782,0.575955,0.001317,0.601245,0.262794,0.236636,0.169243,0.033213,0.093551,0.067392,85.617055,0.962132,6.428571,22.91391,28.627791,5.713881,0.288407639,3.659131765,0.274232566,3.496534348
icr034794,95.38,3.235,1.385,18.04,18.88,63.08,59.3,22.26,18.43,66.99,18.27,14.74,69.74,16.6,13.66,4.48,9.91,85.61,29.23,21.64,49.13,49.4,23.06,27.54,56.04,16.92,27.03,0.003664,9.590513,-0.10427,0.516683,0.005965,0.54362,0.238241,0.210354,0.141291,0.031376,0.096949,0.069063,63.704845,0.954466,6.428571,21.966138,27.433571,5.467433,0.215611689,2.778480887,0.218315922,2.836343288
icr034813,95.735,3.195,1.07,7.33,27.59,65.08,19.86,30.92,49.22,27.15,28.93,43.92,32.15,29.74,38.11,3.04,15.92,81.03,11.06,25.34,63.59,16.42,27.26,56.32,19.02,25.3,55.68,0.072854,6.983764,-0.143189,0.400924,0.118081,0.429628,0.212334,0.178967,0.103616,0.021422,0.108718,0.075351,24.932809,0.983,2.142857,26.251644,34.30217,8.050526,0.200382896,2.41290164,0.198350936,2.384518266
icr034814,95.385,3.355,1.26,9.42,22.61,67.98,24.65,26.93,48.42,28.31,26.24,45.45,28.52,25.71,45.77,2.87,13.12,84.01,14.81,23.61,61.58,23.3,21.87,54.83,30.08,20.31,49.61,0.124288,5.795789,-0.172539,0.348333,0.200778,0.378384,0.177479,0.144439,0.074763,0.014057,0.102716,0.069676,19.232987,0.9895,2.857143,38.423087,47.92427,9.501183,0.147845015,1.721929371,0.147844896,1.692817509
icr034833,96.525,2.24,1.235,8.86,17.47,73.68,30.94,26.46,42.6,33.5,23.37,43.13,34.48,22.21,43.32,2.74,7.73,89.53,18.78,19.13,62.09,24.79,20.56,54.65,35.2,22.14,42.65,0.000758,10.121365,-0.098801,0.495189,0.001235,0.519651,0.203534,0.180887,0.124061,0.020595,0.079472,0.056825,67.422525,1.025683,3.571429,21.222672,24.494342,3.27167,0.253359914,2.845188141,0.245925173,2.703493476
icr034834,94.185,3.825,1.995,13.97,23.16,62.87,61.31,19.8,18.89,61.59,13.62,24.78,65,13.99,21,4.23,11.42,84.36,26.71,23.79,49.51,41.11,22.87,36.02,50.29,18.29,31.42,0.00252,10.173596,-0.098294,0.380037,0.004106,0.398715,0.176583,0.15703,0.107908,0.018665,0.068675,0.049122,23.696319,1.012524,5,18.263072,22.033301,3.77023,0.136473052,1.689888656,0.141981326,1.722299993
icr034853,96.75,2.04,1.215,6.84,18.58,74.58,45.26,24,30.74,57.26,15.73,27.01,60.49,13.7,25.81,4.3,13.69,82.01,21.19,25.14,53.67,32.1,26.09,41.8,38.34,23.63,38.03,0.00688,8.057411,-0.124109,0.422899,0.011175,0.449141,0.181927,0.156871,0.097684,0.018042,0.084243,0.059188,41.362656,0.9135,3.571429,17.590345,20.729945,3.1396,0.166352741,2.049376607,0.165338695,2.05334425
icr034854,95.305,3.045,1.65,13.63,22.27,64.1,53.59,20.57,25.85,60.92,14.93,24.15,61.84,13.32,24.84,5.68,14.18,80.14,31.36,24.06,44.58,43.8,19.47,36.73,54.65,14.21,31.14,0.009006,7.896864,-0.126633,0.414255,0.014624,0.440484,0.181248,0.155816,0.096097,0.015208,0.085151,0.059719,37.972868,0.926,3.571429,16.300699,20.95663,4.65593,0.124529626,1.532562137,0.126854919,1.509247184
icr034873,93.19,4.66,2.15,9.05,21.1,69.85,45.49,24.09,30.42,54.86,17.95,27.19,53.17,14.9,31.93,6.71,15.63,77.66,24.79,25.1,50.11,36.16,25.54,38.3,44.95,22.45,32.6,0.002088,10.260214,-0.097464,0.51095,0.003402,0.53585,0.234609,0.208837,0.143964,0.020709,0.090645,0.064873,60.525466,0.922113,5.714286,24.292822,28.622098,4.329276,0.263849378,3.174811244,0.248936176,2.890966773
icr034874,93.925,3.94,2.135,19.83,18.7,61.48,59.52,17.63,22.86,68.47,12.5,19.03,67.77,12.29,19.93,7.16,13.01,79.83,38.44,29.06,32.5,42.9,21.52,35.58,53.55,17.65,28.8,0.004808,9.372523,-0.106695,0.531752,0.007826,0.56012,0.247893,0.218244,0.14524,0.022316,0.102653,0.073004,68.774835,0.947531,5.714286,25.064993,31.219072,6.15408,0.250755012,3.001365304,0.249957912,2.939627647
icr034893,95.105,3.335,1.56,9.48,26.86,63.66,25.42,26.15,48.43,29.53,24.33,46.14,30.2,23.51,46.3,3.67,15.06,81.28,13.54,26.94,59.52,19.58,24.38,56.03,22.12,17.52,60.36,0.006375,6.7682,-0.14775,0.399574,0.010327,0.429092,0.144681,0.121284,0.069007,0.011117,0.075674,0.052276,47.292502,1.07023,2.857143,17.010007,18.655444,1.645437,0.157211632,1.799481094,0.148050569,1.717254281
icr034894,96.215,2.485,1.305,23.8,28.47,47.73,45.79,14.69,39.53,48.48,12.44,39.08,46.38,12.3,41.32,4.3,15.52,80.18,21.53,19.88,58.58,30.68,15.59,53.73,36.92,13.29,49.79,0.070318,6.080182,-0.164469,0.360031,0.113697,0.389638,0.172413,0.141675,0.075626,0.014109,0.096787,0.066048,23.394585,1.04707,2.857143,15.643158,18.382749,2.739591,0.08291309,0.913504183,0.087048363,0.893603712
icr034913,96.545,2.105,1.35,9.44,24.21,66.35,30.18,25.58,44.25,28.15,20.5,51.36,27.68,20.15,52.16,3.51,12.05,84.44,16.02,26.21,57.78,22.71,21.4,55.89,25.52,18.63,55.85,0.002448,7.72042,-0.129527,0.412266,0.003973,0.438966,0.149512,0.12809,0.07813,0.012855,0.071383,0.049961,49.841812,0.9075,2.857143,19.592654,20.651698,1.059044,0.134189203,2.175125837,0.131675474,2.172371864
icr034914,88.65,7.245,4.11,19.14,28.55,52.31,19.14,28.55,52.31,41.68,17.45,40.87,44.43,16.56,39.01,4.23,15.98,79.78,19.95,25.57,54.48,30.21,23.69,46.09,31.64,17.28,51.08,0.025688,6.17101,-0.162048,0.371875,0.041546,0.402006,0.152927,0.126026,0.067897,0.013295,0.08503,0.058129,32.929579,0.9095,2.857143,15.617218,17.293946,1.676728,0.080855504,1.433300912,0.082241349,1.416170657
icr037417,84.18,8.165,7.655,14.85,31.02,54.14,35.26,18.05,46.69,36.11,14.9,48.98,37.24,13.7,49.05,9.22,25.31,65.47,21.85,27.06,51.09,29.26,21.64,49.1,32.92,18.66,48.43,,,,,,,,,,,,,,,,,,,0.034811644,0.581492275,0.032977447,0.558445424
icr037418,83.475,9.195,7.33,53.45,20.06,26.49,76.82,6.19,16.99,75.56,5.82,18.62,75.13,5.73,19.14,7.17,24.76,68.07,25.61,33.59,40.81,41.23,29.15,29.63,51.19,23.07,25.74,0.487119,8.408969,-0.118921,0.292125,0.791719,0.309495,0.216066,0.187467,0.11907,0.01204,0.096995,0.068396,2.730859,1.044318,5,18.817718,24.729605,5.911887,0.024753653,0.372678712,0.023611113,0.334918082
icr037445,85.275,8.535,6.185,10.99,31.93,57.08,23.73,22.75,53.53,24.24,19.75,56.01,23.68,19.06,57.27,7.75,28.16,64.09,16.92,31.48,51.59,23.55,28.53,47.92,25.67,24.25,50.08,2.168408,3.479977,-0.287358,0.249844,3.459699,0.285742,0.184166,0.13068,0.043641,0.005415,0.140525,0.087039,4.211688,1.185115,0,,,,0.026865819,0.369164705,0.028231182,0.394325674
icr037446,82.38,10.015,7.61,35.33,34.44,30.23,67.63,13.71,18.66,65.21,14.23,20.55,59.97,13.05,26.98,9.39,33.43,57.18,21,41.64,37.36,31.4,36.17,32.43,37.98,31.47,30.55,1.086291,6.72959,-0.148597,0.298071,1.759564,0.320218,0.230244,0.192814,0.109352,0.012395,0.120892,0.083462,2.938533,1.098955,5,16.174139,21.515282,5.341142,0.026555899,0.376853615,0.029605795,0.377126843
icr037453,83.08,9.235,7.685,11.06,32.65,56.29,27.68,27.02,45.29,32.11,23.48,44.41,32.23,22.38,45.39,8.95,27.97,63.08,19.83,31.37,48.8,25.49,26.81,47.7,28.34,23.68,47.98,1.881453,4.721022,-0.211819,0.251248,3.026176,0.277857,0.19505,0.151466,0.067485,0.007756,0.127565,0.083981,2.514409,1.0895,0,,,,0.058692222,0.879324526,0.053778142,0.833848238
icr037454,78.87,10.65,10.48,16.01,39.21,44.78,45.77,19.18,35.05,49.63,14.29,36.08,49.41,13.78,36.81,10.81,30.6,58.58,34.25,29.36,36.39,43.61,19.62,36.77,46.69,16.25,37.06,1.409343,4.86418,-0.205585,0.272441,2.268369,0.300446,0.200825,0.157116,0.071688,0.008224,0.129137,0.085428,3.811808,1.1525,2.857143,17.140859,13.357604,-3.783255,0.039762326,0.482158244,0.038075916,0.460173443
icr037475,93.535,3.1,3.365,15.93,19.26,64.81,23.71,9.78,66.51,21.37,7.88,70.75,21.01,7.86,71.14,6.49,19.09,74.42,19.16,16.21,64.63,24.42,12.43,63.15,25.25,10.59,64.16,0.51693,3.694687,-0.270659,0.207639,0.826209,0.235738,0.105733,0.076536,0.027241,0.004554,0.078491,0.049295,4.735884,1.1785,0,,,,0.014385621,0.195317984,0.014275074,0.18377772
icr037476,92.845,4.115,3.045,24.87,20.12,55.01,32.42,10.6,56.98,30.78,9.84,59.37,29.46,9.37,61.16,6.42,21.82,71.77,20.04,19.3,60.66,29.15,16.44,54.41,32.43,12.87,54.7,0.592573,4.03386,-0.247901,0.2155,0.9494,0.242211,0.120214,0.089416,0.034714,0.005007,0.085501,0.054702,4.321435,1.1305,0,,,,0.010757764,0.146599829,0.010271566,0.139134586
icr037491,62.48,21.305,16.22,13.94,45.13,40.94,31.38,29.11,39.51,33.52,24.23,42.25,33.27,24,42.72,10.46,34.24,55.3,28.99,35,36.01,38.71,26.19,35.1,41.86,21.95,36.19,2.709418,4.219386,-0.237001,0.300228,4.346014,0.335805,0.246421,0.185691,0.075152,0.009484,0.171269,0.110538,4.165223,1.170794,1.428571,8.222744,13.501334,5.278589,0.040473524,0.571006149,0.040082578,0.569819331
icr037492,82.745,9.265,7.99,32.53,43.21,24.26,62.83,20.89,16.29,65.55,17.94,16.51,66.17,17.12,16.71,9.66,32.88,57.46,33.01,41.94,25.05,49.78,31.74,18.48,59.43,24.6,15.97,1.834599,7.537838,-0.132664,0.314485,2.977076,0.335346,0.267788,0.228562,0.137753,0.015172,0.130035,0.090808,1.746617,1.076,7.142857,18.714557,26.22639,7.511834,0.038577499,0.476452231,0.034109779,0.464168385
icr037511,91.93,4.38,3.7,12.95,28.12,58.92,31.07,12.73,56.2,30.44,11.28,58.28,29.66,10.88,59.46,6.03,19.2,74.77,19.81,21.06,59.13,27.98,14.96,57.06,31.25,12.26,56.49,0.693952,4.220932,-0.236914,0.253073,1.113136,0.283052,0.150439,0.113375,0.0459,0.006207,0.104539,0.067475,6.193156,1.0955,0,,,,0.033910727,0.530256808,0.034240885,0.499020532
icr037512,93.435,3.68,2.885,28.61,27.89,43.5,42.83,13.43,43.74,43.82,11.31,44.87,45.3,11.63,43.07,6.49,21.36,72.15,18.08,26.87,55.05,28.36,24.1,47.54,35.08,20.66,44.26,0.662265,6.192332,-0.16149,0.216206,1.071168,0.233664,0.15073,0.124298,0.067109,0.008617,0.083621,0.057189,1.765992,0.9695,2.857143,16.223384,17.795344,1.57196,0.020974123,0.365755424,0.022506481,0.362907425
icr037531,91.04,4.6,4.36,14.89,31.7,53.41,30.11,15.94,53.95,31.13,13.54,55.33,31.48,13.49,55.03,8.2,26.14,65.66,26.09,20.53,53.38,32.11,14.34,53.55,31.5,12,56.5,1.071264,3.982711,-0.251085,0.217468,1.715759,0.24477,0.139694,0.103511,0.0397,0.005563,0.099994,0.063811,3.327993,1.185,0,,,,0.015926249,0.255240917,0.017416949,0.241927251
icr037532,92.44,3.995,3.57,20.74,34.73,44.53,38.84,12.3,48.86,38.55,12.09,49.35,37.43,11.49,51.08,6.9,29.2,63.89,27.33,27.06,45.61,40.25,18.23,41.52,46.1,13.38,40.52,0.985456,4.830864,-0.207002,0.228121,1.585867,0.251731,0.155818,0.121698,0.055228,0.007471,0.10059,0.06647,2.781802,1.115,2.142857,12.669401,13.751559,1.082159,0.014393869,0.203872114,0.014904466,0.190292634
icr037553,92.765,3.625,3.61,12.44,21.36,66.19,20.57,9.63,69.8,21.94,8.64,69.43,21.94,8.64,69.43,6.72,16.36,76.92,18.05,15.18,66.77,21.13,10.8,68.06,19.7,8.44,71.86,0.41119,4.093467,-0.244292,0.204969,0.659048,0.230005,0.105477,0.078794,0.031014,0.003681,0.074463,0.04778,4.206223,1.177,0,,,,0.013646203,0.227963813,0.014978148,0.241937943
icr037554,93.49,3.73,2.78,26.29,24.57,49.13,39.89,8.27,51.84,39.85,7.42,52.73,38.24,5.9,55.86,5.44,21.07,73.49,20.56,22.98,56.46,29.55,17.67,52.78,34.06,13.53,52.42,0.403813,5.880729,-0.170047,0.199428,0.652511,0.216384,0.125375,0.102339,0.053478,0.006303,0.071897,0.048861,1.979037,1.197012,0,,,,0.0122962,0.179054528,0.012198772,0.163702376
icr037574,94.1,3.085,2.82,9.67,25.02,65.31,23.33,15.85,60.82,24.97,12.84,62.19,24.77,11.92,63.32,11.42,22.92,65.66,26.1,13.77,60.13,26.41,11.96,61.64,25.57,11.3,63.13,0.34216,4.505829,-0.221935,0.207215,0.549732,0.230209,0.108847,0.08351,0.035799,0.00496,0.073048,0.047712,3.979563,1.1335,0,,,,0.02820667,0.455995217,0.025347088,0.419639423
icr037575,94.34,2.84,2.815,12.15,26.43,61.42,28.08,10.31,61.62,28.01,8.43,63.56,28.41,8.19,63.39,6.35,18.65,75,21.53,16.6,61.87,27.45,11.28,61.27,28.39,8.51,63.1,1.175344,3.859637,-0.259092,0.183295,1.880853,0.20704,0.118889,0.087257,0.032459,0.004805,0.08643,0.054798,1.914102,1.1005,0,,,,0.016099131,0.243870512,0.016725488,0.225856304
icr037590,85.795,7.225,6.98,13.28,33.56,53.17,35.36,30.12,34.51,39.73,25.33,34.93,40.09,24.13,35.77,9.27,26.21,64.52,30.4,30.68,38.92,39.67,24.81,35.52,43.46,21.87,34.67,1.848646,6.151144,-0.162571,0.264944,2.989692,0.28648,0.217724,0.179313,0.096413,0.012367,0.121311,0.082899,1.652217,1.0525,2.857143,15.062078,17.261416,2.199339,0.074329812,1.139430285,0.06989174,1.10472244
icr037591,83.25,8.41,8.34,53.14,21.73,25.13,72.61,14.9,12.49,78.3,10.08,11.62,78.04,9.88,12.08,10.56,31.8,57.64,36.67,37.42,25.91,53.99,27.32,18.69,62.65,20.66,16.68,1.464432,7.730444,-0.129359,0.310572,2.377294,0.330659,0.257901,0.220993,0.134883,0.014548,0.123018,0.08611,1.912498,1.033921,5,18.521077,23.355758,4.834681,0.043508586,0.732726336,0.041721875,0.812472194
icr037620,88.115,6.095,5.785,15,28.29,56.71,29.56,14.15,56.29,31.79,11.24,56.97,33.27,11.24,55.49,7.88,24.34,67.78,20.78,20.46,58.76,27.21,15.15,57.64,29.21,12.86,57.93,1.869842,3.50087,-0.285643,0.238203,2.98387,0.272224,0.168625,0.119898,0.040303,0.005741,0.128322,0.079595,3.985132,1.0085,0,,,,0.019215915,0.287060037,0.01908216,0.274539784
icr037621,92.1,4.53,3.37,26.68,33.69,39.63,50.72,10.49,38.79,54.24,8.29,37.47,52.01,8.64,39.35,5.08,22.53,72.39,21.46,30.53,48.01,33.75,25.44,40.82,42.86,19.53,37.61,1.223635,5.580025,-0.179211,0.250179,1.975218,0.272596,0.187076,0.151041,0.076215,0.008464,0.110861,0.074826,2.376093,1.0415,2.142857,15.343382,18.795477,3.452096,0.018007715,0.259944171,0.019207363,0.225945696
icr037626,83.765,8.965,7.265,17.73,40.46,41.8,35.61,23.79,40.6,35.43,20.37,44.2,32.83,18.96,48.21,8.63,32.14,59.23,22.26,35.81,41.93,31.92,29.3,38.79,35.57,25.46,38.97,3.034089,4.677765,-0.213777,0.263397,4.879059,0.291551,0.225935,0.17504,0.077408,0.008811,0.148527,0.097632,1.927831,1.17,2.142857,12.856715,14.866217,2.009502,0.022547113,0.336485252,0.022556421,0.357585087
icr037627,87.23,6.935,5.835,42.79,33.76,23.45,73.7,11.46,14.84,72.6,11.29,16.11,70.58,11.31,18.11,7.58,31.89,60.53,20.76,46.04,33.2,33.53,44.45,22.02,42.09,37.89,20.02,2.837107,6.824828,-0.146524,0.292052,4.596603,0.313448,0.260615,0.218789,0.125069,0.014288,0.135546,0.093719,1.158878,1.074159,6.428571,19.722806,26.484829,6.762024,0.018355841,0.273907408,0.019448729,0.242394887
icr037646,85.06,7.91,7.035,14.87,40.05,45.08,30.8,26.79,42.41,34.08,23.17,42.75,33.81,22.26,43.93,8.63,28.32,63.05,20.26,31.55,48.19,27.31,28.02,44.67,30.18,25.36,44.47,3.855105,4.1266,-0.24233,0.237424,6.180203,0.266191,0.211289,0.158207,0.06274,0.008234,0.148549,0.095467,1.417064,1.173,1.428571,14.481115,14.791714,0.310599,0.045007866,0.701982796,0.04378983,0.735146344
icr037647,66.21,19.03,14.76,12.58,41.41,46.01,33.67,30.41,35.92,37.79,25.64,36.57,37.24,24.18,38.58,10.14,31.4,58.45,21.61,34.54,43.85,28.47,30.54,40.99,31.89,28.58,39.53,3.111637,5.644097,-0.177176,0.263394,5.024012,0.286728,0.233152,0.1887,0.095959,0.010746,0.137193,0.09274,1.204763,1.1725,2.142857,13.626014,15.177776,1.551761,0.040296219,0.621117681,0.041455513,0.719356626
icr037675,33.495,29.79,36.715,19.87,45.43,34.69,41.67,38.95,19.37,49.24,33.55,17.21,52.69,30.37,16.94,18.28,38.2,43.52,38.13,39.76,22.11,47.01,34.31,18.68,51.27,30.57,18.16,3.386372,9.099752,-0.109893,0.32543,5.509676,0.343312,0.304796,0.267318,0.175741,0.014136,0.129056,0.091578,0.638104,0.95,5,21.119542,24.126367,3.006825,0.102608897,1.396128237,0.100932948,1.486851513
icr037676,36.835,28.475,34.69,21.34,48.59,30.08,41.45,39.91,18.64,47.63,33.73,18.64,52.64,30.3,17.07,17.81,41.5,40.69,31.48,44.77,23.75,38.74,40.67,20.59,42.18,38.49,19.33,4.586932,10.404077,-0.096116,0.329341,7.475033,0.345168,0.320256,0.285535,0.197852,0.0169,0.122404,0.087684,0.312116,0.9825,5,19.865031,23.972651,4.10762,0.090444937,1.105290413,0.084786385,1.08009547
icr037689,49.895,27.275,22.835,22.29,50.76,26.95,52.19,33.35,14.46,53.58,31.03,15.39,52.64,31.67,15.69,10.51,36.55,52.94,27.07,50.72,22.2,37.73,46.01,16.25,44.44,41.5,14.06,3.9865,7.333839,-0.136354,0.277502,6.466316,0.296422,0.261486,0.222202,0.132047,0.017413,0.129439,0.090154,0.553491,0.99,5.714286,18.805722,23.063021,4.257299,0.069588598,1.392724574,0.062294146,1.189574361
icr037690,45.995,30.23,23.78,19.51,50.89,29.6,57.67,29.33,13,61.69,24.97,13.34,61.5,24.57,13.93,11.59,37.66,50.75,27.16,49.5,23.34,38.03,45.36,16.61,44.52,40.69,14.79,4.649027,8.036066,-0.124439,0.298036,7.551299,0.316579,0.287799,0.248065,0.154276,0.015349,0.133523,0.093789,0.444652,0.986,5.714286,20.559729,24.100374,3.540645,0.073345967,1.356031179,0.061058519,1.174915373
icr037699,93.555,3.68,2.765,68.2,19.99,11.81,85.75,10.7,3.55,86.55,10.02,3.43,86.95,9.8,3.26,11.35,27.42,61.23,37.97,37.37,24.66,66.87,23.81,9.33,70.14,23.11,6.75,2.852691,7.774399,-0.128627,0.303164,4.631321,0.322662,0.274586,0.235496,0.144136,0.018489,0.13045,0.091359,0.93389,0.987405,6.428571,23.778368,32.802555,9.024187,0.043578476,0.58743611,0.041188836,0.52700606
icr037700,95.555,2.485,1.96,78.64,9.15,12.21,92.09,5.77,2.15,91.97,5.73,2.29,91.97,5.74,2.29,5.54,19.84,74.62,45.46,30.02,24.52,64.09,23.72,12.2,76.17,17.68,6.15,1.968496,10.924897,-0.091534,0.306722,3.209662,0.320759,0.276419,0.247803,0.174736,0.019376,0.101684,0.073067,0.589759,0.982338,7.142857,28.046339,38.197299,10.15096,0.027323739,0.300984666,0.028737218,0.290650591
icr037755,97.595,1.535,0.87,12.65,11.85,75.5,59.46,21.85,18.69,68.52,19.21,12.27,80.28,11.82,7.9,11.85,12.86,75.28,37.13,21.88,40.99,53.13,17.7,29.17,68.06,17.4,14.54,0.000545,13.967098,-0.071597,0.562232,0.000891,0.582359,0.288353,0.264729,0.20143,0.090537,0.086924,0.063299,56.972327,0.662,7.142857,40.354451,48.638802,8.284352,0.279780507,3.865121841,0.25855954,3.81532073
icr037756,95.665,2.865,1.465,43.34,8.85,47.81,92.23,4.69,3.08,95.81,2.87,1.32,97.1,2.11,0.79,18.53,10.51,70.96,64.51,16.07,19.42,79.49,10.77,9.75,85.68,8.35,5.97,2.80E-05,19.736087,-0.050669,0.465143,4.60E-05,0.476927,0.249492,0.234847,0.193552,0.085352,0.05594,0.041295,25.48125,0.692,8.571429,38.354267,47.902378,9.548111,0.145560212,2.351177812,0.144525982,2.309715509
icr037767,90.725,4.52,4.755,16.6,30.8,52.6,63.16,25.03,11.81,60.04,17.68,22.29,62.52,16.89,20.59,10.26,26.45,63.29,51.13,31.87,17,67.62,20.69,11.69,73.53,15.44,11.02,0.105182,7.60043,-0.131572,0.4802,0.170705,0.51179,0.281084,0.240223,0.145387,0.023971,0.135697,0.094836,32.561412,0.878,7.142857,26.251644,34.267038,8.015394,0.137868494,1.712556601,0.11214162,1.645199418
icr037768,93.88,3.425,2.695,31.05,33.14,35.81,75.53,16.83,7.65,77.16,15.78,7.06,77.54,14.95,7.51,9.22,23.68,67.1,48.89,22.1,29.01,73.85,17.29,8.86,77.9,14.79,7.31,0.117324,7.75111,-0.129014,0.462338,0.190466,0.492162,0.277353,0.237759,0.145307,0.024914,0.132046,0.092452,26.633536,0.836,7.142857,28.631132,36.785188,8.154056,0.084936451,1.219602227,0.079732403,1.268660545
icr037787,91.685,4.805,3.505,15.46,27.88,56.66,61.59,28.58,9.83,69.38,20.35,10.27,70.32,18,11.68,9.92,23.73,66.36,46.26,35.13,18.6,60.71,26.9,12.39,69.85,20.48,9.67,0.047301,8.879626,-0.112617,0.416294,0.076935,0.439735,0.240625,0.210352,0.13686,0.031808,0.103765,0.073493,19.73448,0.783,7.142857,10.022069,35.011771,24.989702,0.131898306,1.666530907,0.122956499,1.783576846
icr037788,91.41,4.97,3.625,28.07,36.92,35.02,67.34,23.52,9.14,70.43,19.52,10.05,70.4,18.8,10.79,9.83,28.18,61.98,46.06,36.89,17.05,63.17,26.06,10.77,70.83,18.43,10.74,0.242272,7.520216,-0.132975,0.470817,0.39313,0.502121,0.306169,0.261223,0.157252,0.040363,0.148917,0.103971,22.328195,0.901,7.142857,27.025537,34.80254,7.777003,0.074760102,0.980415344,0.067526653,0.95961383
